comment_id,label,expression,sarcasm,target,group category,post_id,user_id,comment_time,like_num,comment_content,to_id
fDmFmpt00YNarhrb,Non-CB,,,,,bN5QDbCMvgVYFrlH,cXAlTN_4vdDuhiVH,601.0,0.0,河北车不知道是不是河北人,
2F8KKx6VC92egdie,Non-CB,,,,,pGIV6etJDSnn49Nn,s9R7QhO0pYgv6SQu,761.0,0.0,一次分配要调整吗,
EmlGPc_wWfEQql3l,Non-CB,,,,,RfDsdN6ITyYHGE2S,2BWxcvNCHuaZio-x,27.0,0.0,znmえx,
eCFcRxNczPHN8EdB,Non-CB,,,,,2lBWFYj2pJYlX64U,2ucJvK9WYxe1BbX-,19.0,0.0,她是男的？,
5R8R2h1qeIfyqntU,Non-CB,,,,,9a0fj4L-wor0FWD6,N3y3ZzPHUB7XUHf1,12.0,0.0,一起约起来,NEIozr-V7Xd2yazZ
HYpqMr-J_UQqQ_l2,CB,Explicit,No,Group,Region,q9zojVegpAZD5ibh,f7A6RIj1pLYEf_23,1414.0,0.0,偷子国真的,
_O4d3qjEpBb_Q1ok,CB,Explicit,No,Group,Racism,t2CTEe2rovgg62Pt,RUOD1j6eH-5dQK-t,28.0,2.0,打白人，被警方当场抓到，会击毙的,YN50PwEuzo1mnxLF
Y9uvY28m3VSstpSX,Non-CB,,,,,CkB1EyL8Q9ZjykD0,8SjDqvZxuYjlS692,74.0,1.0,我不行了,
arWKW39VzXVbRtt7,Non-CB,,,,,jN42EZhLsGbOhWjN,IDNn7enLhZ1_yxjB,1427.0,0.0,张云雷，等风来，看雪落，今生为你，只想把相思写满……,
Kgtu3WnbQDWbUCbB,Non-CB,,,,,WZR1bSedLvDwsGLJ,3Q4HzdyO0JwurE4I,3336.0,4.0,世界公交站,RO_Zworvf6jPGeDH
Gnhg3byI1r6eirux,Non-CB,,,,,TDv0dWskhS-MMIAL,KZQ0nYIPKOoYI6lv,24.0,0.0,美丽的校园,
tTsYIq7q8bDxl1HD,Non-CB,,,,,KzUWD0MhsQue34rm,-AVfxF5TCoFeUWlM,5.0,3.0,我还喜欢王丽坤那种算了 美女我都喜欢,
eBrSSG0CVcJSq2DP,Non-CB,,,,,dx7iYBml516p_au8,uYrC7gml2dv8s8c8,18.0,153.0,粉丝说这个番外是读者点梗投票到最高的？有没有截图啊，是个怎么投票法，作者提供了几个脑洞还是读者评论点赞最高？这是培养了怎样一群读者啊,
7liql33-5CbspNbp,CB,Explicit,No,Individual,,jVJki27cD2zvlLtP,VzOGn11un3hkcCQM,90.0,0.0,骂黑shit鬼骂的好，支持这位女大学生,
h6Ffxs2Y8XlnDTNk,Non-CB,,,,,3oBXri3Gbj_YYb99,O463Bj7NHMU_iXUV,316.0,2.0,真的无法承受的痛,
T7xo9Ph2OPR-zdj0,Non-CB,,,,,_HxfxYwy_d3bKZfI,WrOsAtq4Rt6UyqqE,1082.0,0.0,成熟的标志不是会说大道理，而是开始去理解，身边的小事情，去体谅，周遭的不得已——李筱懿,
tCUXgngPnt5vnSu_,Non-CB,,,,,tmTnAPHGxHfFoSpB,VH-mjkOdjVQNAX99,54.0,2.0,太甜了，神仙眷侣,
zyE1xhQHOWSyobIe,Non-CB,,,,,mxiWqJCKbLqXslns,SLwM_ywL62InG_kW,57.0,0.0,看好潘队，永远的潘展乐,
VLTchvkI0yBu0OO_,Non-CB,,,,,swGLErJH2-mn7F_N,gE1xbeeIjv6smBAS,5.0,3.0,丁慧是中非混血，贴吧里面有些人可能就是单纯厌恶黑人，说白了就是种族歧视,kWOWB-0EeN5sfIk7
e_BfI7MCStRAxe6r,CB,Explicit,No,Group,Racism,CW1os-k4jRs0JdjK,013bX0qbis2VhaPr,28170.0,0.0,守中国的规矩你玩你的，惹众怒滚回去。这才是国家要对外国传达的态度,
Hh0Eowwel_veCU4y,Non-CB,,,,,Zt8GzMyfZLqkqO5t,-BNmfq2KPlv5vgu-,520.0,0.0,辣眼睛啊，不敢想,A6fRGhphDaLddlhv
8rPXS3kTRHGeuqFk,CB,Explicit,Yes,Group,Region,DKk5XswbEjILKWPg,NO6AbKLxUGeIAqqf,117.0,0.0,在中国常住的旅居棒子高达200万，韩国人可是有名的网络暴力民族，外网油管五常之一,PU88B-xY5HSIIczy
aNVTlx2LKrTsst9e,Non-CB,,,,,bN5QDbCMvgVYFrlH,Yt9_uNLBgiimPFNj,1154.0,0.0,我以为那两个人在车前的时候司机会紧张把刹车当油门了。,
KgGgHr4ZfTHqxDVm,Non-CB,,,,,kifwXC6K6D5L4gng,F2d1GEk0Zq2ua66Y,110.0,0.0,一个人的宽容，来自一颗善待他人的心。一个人的涵养，来自一颗包容的心。一个人的高度，来自一颗豁达的心。,
LoG3U9mDfhnNG6EV,Non-CB,,,,,1iOGWGQLswZnBKYv,EcvsQ-UYwYRrl-QG,244.0,0.0,我比较担心车主不知道事情真相会找外卖小哥麻烦。,
kfauR6o4-r1P2xT4,Non-CB,,,,,r_15zGLf4a_IrgxV,vA7Yrcv6vfLQQC-L,6.0,0.0,感谢记录，码住,
5OX6hMGqz4U67_A4,Non-CB,,,,,5PLCAScXkWE-gdNp,_lnqx2tuoOEJ2lZL,682.0,4.0,我不要，我不想提升，提升了像你一样吃老墨泡芙吗？,Nj0rmJ9ZSGevcUkK
gUtxtETc036A8kRF,Non-CB,,,,,FY8I6Sq6JPh_iO7e,mUrrCSrFk6SVFm1o,293.0,0.0,每天要想着不计报酬地为别人做点事情。,
XKK18_xZaKbQMYcR,Non-CB,,,,,v3LEKW_gAF2353Zo,voSP592zgsGHkWKQ,30.0,0.0,正确,
RaakDy5iKjBC4ugK,CB,Explicit,Yes,Individual,,ueZNRviR5Sd7a6r-,1mbO5VEwwxTi4Mwb,372.0,1.0,外交抵制冬奥会，但是你们有独立外交权么？你们不过是美国的一个跟屁虫而已，美国让你怎么样就怎么样，还有一点，我们根本没要你来冬奥会，要点脸，ok？,
yNtIB8x_pCfuzOZw,Non-CB,,,,,ROU_bAzP0UKpu_LF,ookLIakySkVMpGCz,309.0,4.0,难道我如这样的新闻不配一个热搜吗,
HbdRCDC_LH1V3t9n,Non-CB,,,,,7zSiwwBlTmtacJOQ,mm0QLWixd1mUVrb_,1.0,3.0,会越来越好的,
phJPPVRRNEJW9B__,Non-CB,,,,,Gggn4gdzfvQxJqIJ,fQKST4lWzH04hBTO,58.0,0.0,建议杨永信。,
KyzLNFM4DkNT9fR1,CB,Explicit,No,Individual,,Lh7bwJDLlanB1fPv,E672I9fVhkGiTzoF,261857.0,3.0,最重要的是保姆已经被执行死刑，如果案情真的是跟林有关系，那真正的凶手逍遥法外四年，就说明当时是个错案甚至冤案，尤其是保姆被判死，直接打脸当时的法院，审判官，消防等政府部门，所以热搜被压太正常,s6TfVHf_rd-X-qe-
ZRCfY7rOQd5K92Lz,Non-CB,,,,,NCkS1cV2QNpwS4hp,jEvTbNqug1YrTSLs,120.0,0.0,妻子！从小喝到大,
e_Nhn4IF0h3mspv5,Non-CB,,,,,FpKLch5vOY4N0lkG,OlTpi393f2hnvCfy,4246.0,0.0,这是殖民者还历史的债，他们有权去欧美要债～,0d4YDtExvyCmSX64
3VQhuE45yRLOBBxZ,Non-CB,,,,,0Kk0hny74bFphglP,-JULuGKEJBYUz_14,2.0,9.0,好大的一颗饺子哦,
dH-MG0KOjWVERLmF,Non-CB,,,,,P9Jg9otFrPgwGZN4,2esb-BJqYUb118Ko,1759.0,1.0,不支持 不反对 不宣传 不禁止,
_f-3kTw3hl2Vk1pM,CB,Explicit,No,Individual,,u_o2euWqkoGIWLWU,-TUVpFCLSqf1T9L6,132.0,3.0,厚颜无耻之棒子,
UkUDY9XwByA4W8rt,Non-CB,,,,,FY8I6Sq6JPh_iO7e,pfZrAb5-zoqCarvW,113.0,0.0,恶莫大于纵己之欲，善莫大于律己之心。,
JLleeMIg7iH3LsqP,Non-CB,,,,,FY8I6Sq6JPh_iO7e,URLbMJWA7A3QXIii,323.0,0.0,行善如春园之草，不见其长，日有所增;行恶如磨刀之石，不见其消，日有所损。,
ZrQO882i-tsMmD6l,Non-CB,,,,,y6ocLsGHSNvFOa7Q,6Pjqh3WcqUqS5G-6,484.0,0.0,希望韩国政府不要辜负韩国人民的意愿,
mYdYSkh0m2RL3wuT,Non-CB,,,,,hv17Iqs9fDbqRQ_s,peNOXZhjJ_YJpGVj,64.0,0.0,无耻╮（﹀＿﹀）╭,
lFIlJIU2y7o0MDKT,Non-CB,,,,,tASHEGok9jb-JsBJ,erl2xp_UwJ8lUOqR,36.0,241.0,老奶奶真的是够善良的了，图里看着还是要去拉架劝说的意思，真的，这么大岁数了，要是心眼儿不好使，捂住胸口往地上一躺，奔驰车主还能在那嚣张？本身就不占理，即便是有理，老奶奶往地上一躺，他有理他也说不清。,
ZdAjALlAnTO6L4o7,Non-CB,,,,,EOJxqfRZf1Sh8Nz3,Yz-DfPZTmIDfPPiI,221.0,0.0,对，又不用极端的去嫖娼,6OfuBx6ET9UMAfqI
z3xPk_uaMSTS1QMy,CB,Explicit,No,Individual,,3fYGG8ns1u0tNaJ3,K-A9ri7I-tOGjli8,948.0,0.0,祝愿反思怪每次右转都被堵在人行道上。,yQnBrTIRzD67EzC9
BEUEc0AObnVXLnzs,Non-CB,,,,,vkXhxR0KEEheC5-y,bVNEmwOeHJQYgTNp,6.0,39.0,小仙女：他那么死缠烂打应该是真的喜欢我，我魅力也挺大。,
mOuXaG9K9VqXTwh1,Non-CB,,,,,w4RzCZcrHTIJMeeW,nszUuKKL1U8W9EqG,464.0,0.0,5-97坚持向来都是一件很酷的事情，不管以什么样的形式，我们每个人都在以自己的方式坚持着就够了——,
Es1EWm7i9S2NmEO8,Non-CB,,,,,4NNAEikXQxVq9IVW,UJrlmgSgz7flzWWC,315.0,0.0,计划通,
snwtEKuV1wYHBKNu,Non-CB,,,,,vEpPcF-_7qMZv9jM,zSma92S0XUlxS4NY,5509.0,0.0,说一声加油，一切更美好。所有的悲伤请往边靠，曾经流过的泪～湿了伤口就让，阳光晒干而褪,
uLrBviIhDBtgxK9n,CB,Explicit,No,Group,Sexism,GgT2d8aZ0zVbPC9K,hR7KHp7fivrQL4FW,193.0,58.0,"这种没割的打着自我唯心旗号""我认为我是女的"",就以男性之躯和男性力量抢夺侵占女性生存和表现和发挥发展权益的,♀⭕怎么不去抗议和控诉去",
vtBrB2rwnr2WUNTb,CB,Explicit,No,Group,Sexism,EOJxqfRZf1Sh8Nz3,MnhCsFJOn2jOOdCw,283.0,1.0,#中华女性脑容量极低# #不堕女胎的下场#,
3UlY8jKz5WcXLbIM,Non-CB,,,,,sqID7BBP1m3C7qAH,RkayvHV7dLXmOv7U,117.0,0.0,“我的夜空本星河长明 遇见你后寥若晨星 ” ℳℯ ℴ ℯ ℴ ℴℯ,
MPGqt6izJimxlN9F,Non-CB,,,,,rQHgZv41wbxYXVj8,eqOPVKSFByULT24u,232.0,1.0,我也觉得,s3mbgUftH21DLPb0
n7-gFwsv2IXq3K_L,Non-CB,,,,,sFCXi4MNZkeMKx4H,vaCef1jc0hr8fBP8,90.0,1.0,举重呢,aj04qgfvJ-rl4JYk
N3UczcrXm62oX2F6,Non-CB,,,,,LAbeXKiXavcdyNDP,4sUjTeG41OXBDLOj,1137.0,10.0,男的不用教,0_JR78Ms2kHvreax
sxWKjG02on3uxZ-i,Non-CB,,,,,Dvogn6G4y3YZ-GPU,k2A69VGrhB0po5mh,5.0,9.0,玩都玩了，咋都退票,
EEtLZDchPHU2bpcp,Non-CB,,,,,t6tNHbOWvIjmpsMN,asRWwz-qujzX2odw,9.0,0.0,我不吃,
Sqsy6P3XAPNHVUgz,Non-CB,,,,,SX4GMLTt9XpsVosi,bUSZek_cOCiM_vt-,633.0,3.0,据说女的只受到轻微擦伤,
tlZ-Od_lIcuzei7g,Non-CB,,,,,hyuflssKMRh9VvPu,b6mrfnYobFM2YAbi,55.0,0.0,思想上转变了就行了，对硬件没要求。,dMdZu6CYbQ7cv99H
jMhqP_1Xi4F-IUKc,CB,Explicit,No,Individual,,TsqQBe-yzRLB_WUF,S8xSp7LEBbyNKxZw,110.0,2.0,以为自己是人上人吗,
7xzvHI-7tOT3XrZq,CB,Explicit,No,Individual,,lEkmE5XJ4FnUdCgU,V1R-l1tYZxFAZYUw,164.0,2.0,唐山?回去等着被打吧！,
5wn8wSvIOLo62tbi,Non-CB,,,,,CuJ3vXaFypC5N-vB,_arvlxjZLxOMJxTw,835.0,0.0,我也是,bi_Uz7Fvp9e-Bvb-
R0ypU1MnhaB0nhSP,Non-CB,,,,,BReVxo9XpGM1Li3F,OlYLQBnXgcYJyyyP,1490.0,0.0,缺德带冒烟的,
-GuWYQNlHfpdlEVq,Non-CB,,,,,_c1qZjhdB6kMDQz2,RSCEZ-da48rVHlX4,133.0,0.0,就感觉什么事只要沾上韩国就超级恶心,
GWATq2m7nsDPqO37,Non-CB,,,,,rQHgZv41wbxYXVj8,cQVR3KoYHi-y0szO,95.0,1.0,双偏同只做0,
yPkmiEpuE4kBDNFE,CB,Explicit,No,Individual,,rbnTrU0h3Hx9XRiq,oaAal1kaUWRzSXBx,1617.0,0.0,别把给子吹的多高贵，接触了下一秒就染上八百种病,
ucIgfKrdbkCgFYvl,Non-CB,,,,,VPgeuc8-b6ql815P,iWvTUz_YjSjNfvMO,16246.0,1.0,那个白人警察腿好短，比例太不协调了。,
w7lCVXj9FZOR-Vuk,CB,Explicit,No,Group,Region,XIwkQE84KYJB23lh,ffsewJONPFYDZRSw,49.0,1.0,以片中背景设定，陈桂林这几乎完全针对黑道的暴力行为，又没有家人，在今天的台湾也是不可教化必然被毙的结局。,
Ic5dLdNBbhwAd7F_,Non-CB,,,,,87lA4pP9QDuDIF0m,u3gE3Mh3NQOzS0RG,475.0,1.0,南方人见到雪会兴奋；北方人见到海会欢笑。,
r26YTt2OkLYafM6m,CB,Explicit,No,Group,Region,VPgeuc8-b6ql815P,nb38CT258IGai25-,16302.0,1.0,新疆人离开,
TmlLg2-QvCF8DIf8,Non-CB,,,,,hv17Iqs9fDbqRQ_s,F-Uyd3upuJfXo3HT,5.0,0.0,这不就是“我错了，下次还敢”吗,
auoSx6vOJvWE429q,Non-CB,,,,,dF1UxegzPjmY0UJO,IPusgAH1SaEClCDq,13.0,1.0,真的很像以前那些青春纯爱片女主，好好看,
2HS0ZiYoxHrqT4Q7,Non-CB,,,,,PzhBU873lf0y7mde,Mma68D-kT2y61W2w,26081.0,0.0,教我,JKJtjSYOxTdZa5YE
EV_DkgqElYRifmtC,CB,Explicit,No,Group,Sexism,Zv7wW5AQqd9nhRV7,8x3nMAietJRBTZxK,4.0,8.0,穿深v吊带那个女的跟个坤一样,
RNGrC23GMcE7stOx,Non-CB,,,,,FrykkzQQ4WQmgGFM,2l-HQazK2bcmlQpR,51.0,8.0,已经吃出5斤以上的战略储备肥肉,
Zq0DK3u01CEOno9i,CB,Explicit,No,Individual,,EnLQG2A4B5SB-bMn,Oi2Ij-bNPQO0PsUL,872.0,141.0,安保人员也是帮凶，不分青红皂白就对男主进行肢体控制,
E45k7F8z3pQFFy3z,Non-CB,,,,,7LiWGHPKvwB02LQL,1HZJrU8ExI-4Q4RT,207.0,0.0,来了,
0n_AiVhnSt75wpDF,CB,Implicit,No,Individual,,KVx96p6Oej0NAXgF,-35nwu5xC0ESQkD6,112.0,1.0,躺费们期待的结果就是这样的。,XKf25cEt3aj-VLve
FxhEUfLbh0POnPMp,Non-CB,,,,,4Lz4mm1QesK9iADK,tPiCgT0nHPlYkNCJ,1039.0,1.0,“最灿烂的烟火会藏在记忆里就像我的记忆里有带着光的你”,
LoKDjn0ywL0n9dPq,Non-CB,,,,,Gn4FFIAv29zph93X,qJFPD4g-aEDDAPvQ,170.0,0.0,涂山璟96 #邓为0226生日快乐# 既见君子，再难忘却，默默欢喜，惟愿君安。,
LfiLuwBQ8mpeiVrC,Non-CB,,,,,tgcInzLKLm8kMl9x,-Vd7CpeQqlwWXTD7,46.0,1.0,讲个笑话：一月是美国#全国制止人口贩运月#,
kgDw33lOJHlihqrm,Non-CB,,,,,pZGSKziCzXFQazHk,wmRHDlDObywNVQd1,2152.0,0.0,暖心,
vWOJvEsvP9HYmISl,Non-CB,,,,,yInCKJhuAkJbCtu9,J1uBoOtcN5pKMjSH,417.0,0.0,老胡很生气，老胡很愤怒！,
QCyWdfKompYfSuJb,Non-CB,,,,,h3LN3JmF9XZO06Qw,Z5dGkdc529xBMMbB,48.0,0.0,这个剧情真的很上头很好看,
5AYS-lnkVUn8lciu,Non-CB,,,,,QzlFHmzHldrWPA81,l9f85XbNHzKBhyAL,262081.0,15.0,别避重就轻,
M_tZdCFWsQV7uZq_,Non-CB,,,,,yInCKJhuAkJbCtu9,7iX-xa4dqgH5jr44,48.0,1.0,要多做做对中日友好有益的事，与时俱进嘛,hY3kSBu6caK9qNJs
CVgu1kxDoGIulL-d,Non-CB,,,,,-5siZEpE9nPI3ulo,q9-FvnktPAaaMCmV,2.0,0.0,啊啊啊我又可以看到我的小宝了,
r-4DPIEvh7frjBNM,CB,Explicit,No,Individual,,q_eXwwiwLofP8Fau,jRu7FUZmUSJgRxgU,8.0,25.0,和一些黑子逻辑一样，你科比詹姆斯杜兰特库里再牛逼，得不到我的肯定就啥也不是,bxNLSTkt_H4V5UxO
JkHLVh6cCerWMo2E,Non-CB,,,,,L8QiLrkJWDJMJOZv,wUI14AOWmjLx-jkb,223.0,0.0,无语,
FAcspJlftvt-sKRA,Non-CB,,,,,2Xd8OXo8ii-d3DZu,333ng6yvlbViUY_O,9963.0,0.0,手里没有资源 又不求人 确实没啥联系的,
dXbRYs35ylzboHYf,Non-CB,,,,,BReVxo9XpGM1Li3F,Tex6oCzuKI6zcpPT,1452.0,0.0,尼玛的好地狱,
BTkhHLigzZ8WWoiF,Non-CB,,,,,6dVR39IiOmoXqAFS,ee_rM9UCHtXlCQ6J,1723.0,0.0,升级的瓶子好爱！！！,
TdQGy2nAcjIz_8am,CB,Explicit,No,Group,LGBTQ,I4LobllpNfu0Acz4,-UxBeBsaNVjfXKt8,825.0,1.0,因为他们会代入自己，把自己想象成男同，结果发现自己接受不了，甚至会感到恶心反感，毕竟他们和男同的共同之处就在于都是男性，所以代入感会很强,
Mb3lrthht565NcIo,CB,Explicit,No,Individual,,bN5QDbCMvgVYFrlH,QyqLCotiI1SnofDH,805.0,0.0,这个黑车不插队可不是等一分钟了，所以插队,onJWdU1GQnLwBmdA
pEyFHlgYsuDduJVX,Non-CB,,,,,xst_9HrWFMkJk0Je,OTZdiVj_K6t6ZNzi,1611.0,0.0,我们城管不让有夜市 商场九点半就关门,
6dmXq0n3ved3FF6p,Non-CB,,,,,Xx45J722ii0VZK1Z,1iEPEgKuEKyDZxOs,467.0,0.0,可怜的凉兮。现在变成这样了,
M334P_x8boTWJx2M,CB,Explicit,No,Individual,,T5H1CAfwR_0FYZn4,UOrFxqTSylgqLr-O,77.0,1.0,一点情商都没有，别的不说，毕竟是一个团队同事的妈妈，有什么过份的？搞不懂,
L0FaoMMg9vvNnGck,Non-CB,,,,,3395_BHkSAty1WTW,1mZ1rsTztIrrdCVf,41.0,0.0,现在已经到了和印度踢都担心的地步了吗？我还投票咱们肯定赢的。,
gcfRlLfynHNitLzD,Non-CB,,,,,Xx45J722ii0VZK1Z,SNMzl4_lvMX5h0M0,121.0,1.0,我更关注你的iphone8啥时候换,
u6D7CJOx0yOU_XJ9,Non-CB,,,,,h3LN3JmF9XZO06Qw,ku-e1oWQNKrGNXC1,45.0,0.0,黄亦玫还爱的那么投入,
jlA6wpF8BKqg0YxF,Non-CB,,,,,UoO7AC2YOvDVFI3q,wnG0ganGnwO0G1lz,46.0,0.0,所有的点都满了，根本预约不上,
53IBqbs5lM8_bsWO,Non-CB,,,,,QTg0QrZLBiNURqys,sfxzP0Y5z_s1zKyS,7.0,0.0,同性恋的贡献太大了，如果这个世界没有同性恋双性恋跨性别人口，可能现在地球的人口怕是要突破120亿了。到时候就不是内卷的问题了，重本大学毕业出来都得和别人竞争服务员的工作，一周只能休4天，一天工作超过10个小时，简直生不如死。人均资源更少，战争更加频繁，贫穷人口更多，绝望的呐喊此起彼伏,
SwJm5uUpPEGqwriN,Non-CB,,,,,GG9a6mVwn0qqix7b,guUU3bILH4buj6O8,212.0,2.0,评论看了圈 我看着博主也没说这个工作人员没有错吧，只是在指责这样不负责任的新闻媒体人。说实话我从热搜点进来跟没点一样，有头没尾的报道 能称之为新闻吗,
yuDohL8LwsJmNzb6,Non-CB,,,,,tgcInzLKLm8kMl9x,i4pungjxgxGFX_mO,585.0,0.0,12月贩卖完了，1月过年休假，2月再贩卖,
JGmlFHS0wl4hWmEa,Non-CB,,,,,QX_hvM8LPkn7zjMq,A14hlalyKyROXZ5O,9.0,10.0,22号的事 22号晚上就被抓了 早上微博一群带节奏的还在骂杭州警方呢,P4ajSg-RJ67xgZnL
opJtPGsmvFe0pdot,Non-CB,,,,,mxiWqJCKbLqXslns,IRzPmrR_777b70Se,93.0,1.0,长路漫漫亦灿灿,
GYQydEJ7k1uELPpE,Non-CB,,,,,ttT7iZmnHZ1Fx4U8,8qCtVbImGACA6PXx,55.0,1.0,相思相见知何日，此时此夜难为情，天涯海角，愿你安好，【张云雷】,
TZmL7rpC2dPJCXRz,Non-CB,,,,,IrbIj-zEL1r_0ddW,TRJyN-abT_38uVJA,3.0,89.0,瞎说 这是某几个部门的贵宾,
bgEQ06Xv-jzyCYcr,Non-CB,,,,,N4MHlXAzdkxva7Do,MGHfr9-uNY1B9Lbb,3.0,1.0,山河四省历经艰辛,
8_AHd9XkKhAPPzNL,Non-CB,,,,,L8QiLrkJWDJMJOZv,W_Zg50-BzC3Wvrnc,1876.0,0.0,巴勒斯坦=哈马斯,sJnGqoI8C_uppZkI
99Vab1V0mzIkTpd_,CB,Explicit,No,Group,Region,AH6uuRruph35cEex,ZecNcFD5DEc7mG1t,1160.0,6.0,祝日本早日灭亡,
kFtQvkpdrT7zDHiG,Non-CB,,,,,2wppJcSbtQ1lOBOu,BeLg42X9dCekDvnc,82.0,0.0,欣赏佳作！,
8MIKXlp6YDaWq1_k,CB,Explicit,No,Individual,,IoIkhdTIxuDeNlX7,S-rDK93qU70_Kk3_,124.0,0.0,韩国人能不能死,
EgDU_K94FOLeRMDA,Non-CB,,,,,5PyCoQIhHrCoVTCi,l68z76lAZrd2fagD,13.0,1.0,尿出来的尿有淀粉肠味，这是咋了,
8abgVOOeQhSdOP-L,CB,Implicit,No,Group,Region,lV6GX8fpQTmNWhvH,YAT3PX0Fvq4Gb9LO,758.0,18.0,正常，十年前穷啊，内地都穷何况老边少,ei29NjPZHezzo-kK
N92jfW2-lYM3P0Kv,Non-CB,,,,,w9lqVQ0Wwn7tuCLb,rfqtYGOqwOhbyPDT,709.0,0.0,啊啊啊啊啊啊啊,
-OjhpONNq2C6bsTf,CB,Explicit,No,Individual,,FrC-3BfWDaWgN-Fh,7KJvFEwlRVyUh0CZ,308.0,0.0,屁股咋长前面了,
BgyHpG9_m5pNM1bi,Non-CB,,,,,F-Ae8tb7h24bwyAG,kfKEnHvve_N9zJBD,197.0,0.0,因为在武汉这么多年。也没啥好玩的地方。净去吃了哈哈哈哈,y5qRjlpei5CjsQQW
ku2SgFUIXnJci-s9,Non-CB,,,,,xi94BOvwjkACEZ6t,rn-rlHhsJshv5rBn,972.0,0.0,愿时光不负岁月，愿世界不负温柔，愿每一个善良的人都被认真对待。千山万重，不离不弃，来日方长，未来可期！,
vEPGatVVKyK1s21O,Non-CB,,,,,y6ocLsGHSNvFOa7Q,PmtjGCyBivT-4TPo,937.0,0.0,将军随时南下,
mGK8RbVBNNhJCRdG,Non-CB,,,,,I4LobllpNfu0Acz4,mJ78oWOIK2Yw3C5z,83.0,58.0,爆笑如雷了家人们,scAs_Wui13zXLGgQ
Q3E8K00PWk5dDd2e,Non-CB,,,,,gmnpSSzYKVDdf9HB,9S10WisGq4OGzM7s,5304.0,0.0,真的会呕，生理不适的那种呕,
JO0BwsilkHyqL_U_,Non-CB,,,,,2sftj8T4XCaGLSbx,19qaMzH933mxDv4N,1040.0,2.0,支持最后一句,qURkBS2H2sODJ7IS
xZBUypHiD9TTeXBD,Non-CB,,,,,QzlFHmzHldrWPA81,Mvow_R4l-r2aGUo_,262234.0,0.0,官方终于出现了,
g66SjOUq7TP-k9D2,CB,Explicit,No,Individual,,CuJ3vXaFypC5N-vB,FCsrLPVdYd4w-rEc,81.0,0.0,小偷国,
KxcA1s4R7361zKNo,CB,Explicit,No,Individual,,EnLQG2A4B5SB-bMn,OWZKAjGmOHhglBF7,896.0,17.0,说实话，我是女的，我也很反感现在的女的一个个的太自以为是了，真的丢女人脸,
p_DFmWFF1kpwd6He,Non-CB,,,,,CKXjcs7hT7hoNA37,AI3U-c7GQQsWxShf,68.0,2.0,3000毫升，原来整个阿里才十来个公务员啊,
O6fXozFBB9_-4Rug,Non-CB,,,,,rNcn6TQZqpwKe_61,irbdGVQFtZZbhPfN,16.0,0.0,尊重 祝福 毕竟是成年人了,
vHErtxwbUc9NPB8Z,Non-CB,,,,,FrC-3BfWDaWgN-Fh,om7Hs1tcWTqknEb7,514.0,0.0,食品企业投的票吧~,
x8HZZESJMOylS9P2,Non-CB,,,,,JroDGUyc7CsZE1Rp,XnT6KVfalpZXmKnN,768.0,1.0,小哥打得好。要是我在旁边，会报警说：两个黑人欺负我们两个男同胞，男同胞奋力自卫。,
UMM9T0XG9-uoRaKX,Non-CB,,,,,X-xk-ZTx0Hgp9bQK,mnotHZEfTVjAVzjI,157.0,0.0,抓就完了,
hFxLlCsNBLSKUVEf,CB,Explicit,No,Group,Racism,1iOGWGQLswZnBKYv,Kirxs89gLn-x4i5R,294.0,0.0,这昂撒白皮小偷 不赶出去？？？？,
cTWkAoSWnisb01kX,Non-CB,,,,,qI0j5njTd5n0qhKt,UEt-1VjPs0NWrSYE,8782.0,1.0,没看过漫画 但是这样对比挺像的,NWLl9jYoaffarwYD
7-FVZVpxVEAHhMzb,CB,Explicit,No,Individual,,Uf_wsjRqA4pbsfaa,OyL0wQpXfJCsM9lq,932.0,0.0,你出生在这样的家庭真的很不幸，下辈子重新找个父母吧,
WzbOSsqYBaZSOone,CB,Explicit,No,Individual,,7aSsjW793KeZcXMe,iKotyfMp8132W0cz,11.0,1.0,这事在美国我表示欢迎，希望再接再厉，让美国男性获得强奸的权力，还要让所有美国有暴力的人获得实施暴力的权力，否则都是伪民主伪自由,
NZQJGT16O3SXtWDI,Non-CB,,,,,-md6YGhyM8LZEJxL,7ODJ4Kac7O0LWBJE,917.0,0.0,看看张栋梁吧老师,
H96MPwAfYAgv3l1C,CB,Explicit,No,Individual,,vuF1o1cmlaEtdnq2,R3GqkRPioFqvObrc,145.0,0.0,敢在中国这样搞，不说公家，路人都会打他,
IhcupCvq1emxEXp4,Non-CB,,,,,xK27V0tjWnu1aTzX,f3TyRe55jRk0bqTf,4.0,1.0,cba mvp在等你,
GWkZeAv8TYfqrTw7,Non-CB,,,,,QoL19dnmFyqfop5j,Ss1OzVJa7w8U8opT,280.0,2.0,那个倪菲rj8ex，你切记辛洋的娱乐票本来就比某男生高，雅儿本来就比依玥卖货强，只要他俩继续搭档你们百里挑一拿什么跟人家比啊,
OtpaaGhcez_z-ZcZ,Non-CB,,,,,LAbeXKiXavcdyNDP,pBUKHl1CJOTzHRmJ,1350.0,0.0,我很好奇，如果都这么讨厌女宝，那讨厌养育他们的妈妈吗，,
CBO1VCqE18fIbfiD,Non-CB,,,,,cpwo594Xkr8hhBQv,uDwTnRIyhMISyAhi,257288.0,1.0,严查,
